id;nome;needs_translation;notes
air-force-1-low-air-jordan-supreme;Air Jordan 1 Low x Supreme;Sim;Traduzir descrições
air-force-1-low-moz-blue-gold;Nike Air Force 1 Low Azul e Dourado;Sim;Traduzir descrições
air-force-1-low-nike-collab;Nike Air Force 1 Low Colaboração;Sim;Traduzir descrições
air-force-1-low-07-white-ropes;Nike Air Force 1 Low 07 Branco com Cordas;Sim;Traduzir descrições
air-force-1-low-stussy-gray;Stussy x Nike Air Force 1 Low Cinza;Sim;Traduzir descrições
air-force-1-low-dark-suede;Nike Air Force 1 Low Escuro em Camurça;Sim;Traduzir descrições
air-force-1-low-suede-beige;Nike Air Force 1 Low Bege e Marrom Camurça;Sim;Traduzir descrições
air-force-1-low-halloween-mercury-spider;Nike Air Force 1 Low Halloween Spider;Sim;Traduzir descrições
air-force-1-low-custom;Air Force 1 Low Personalizado;Sim;Traduzir descrições
air-force-1-low-halloween-red-skeleton;Air Force 1 Low Halloween Vermelho Esqueleto;Sim;Traduzir descrições
air-force-1-low-ice-blue-star;Air Force 1 Low 07 Ice Blue Stars;Sim;Traduzir descrições
air-force-1-low-champion-gray-suede;Air Force 1 Low Campeão Cinza Camurça;Sim;Traduzir descrições
nk-air-force-1-07-low-custom-rope;Nk Air Force 1'07 Low Personalizado Corda Grossa;Sim;Traduzir descrições
sup-x-air-force-1-low-black;Sup x Air Force 1 Low Preto;Sim;Traduzir descrições
air-force-1-low-wukong-gray-blue;Air Force 1 Low Wukong Cinza Azul;Sim;Traduzir descrições
stussy-x-air-force-1-low-gray-red;Stussy x Air Force 1 Low Cinza Vermelho;Sim;Traduzir descrições
air-force-1-low-by-you-black-suede;Air Force 1 Low 'By You' Corda Preta Camurça;Sim;Traduzir descrições
air-force-1-07-low-gray-suede;Air Force 1 '07 Low Camurça Cinza;Sim;Traduzir descrições
air-force-1-07-low-white-brown;Air Force 1 '07 Low Branco e Marrom;Sim;Traduzir descrições
air-force-1-07-low-white-gray-green;Air Force 1 '07 Low Branco, Cinza e Verde;Sim;Traduzir descrições
air-force-1-low-dark-pewter-black;Air Force 1 Low 'Dark Pewter' Preto;Sim;Traduzir descrições
cdg-sup-x-air-force-1-low-white-black-graffiti;CDG x Sup x Air Force 1 Low Branco e Preto Graffiti;Sim;Traduzir descrições
peaceminusone-x-nk-air-force-1-low;PEACEMINUSONE x NK Air Force 1 Low;Sim;Traduzir descrições
air-force-1-07-low-bape;Air Force 1 '07 Low Bape;Sim;Traduzir descrições
champion-x-air-force-1-low-reflective-black;Campeão x Air Force 1 Low Preto Refletivo;Sim;Traduzir descrições
air-force-1-low-next-nature-brown;Air Force 1 Low Next Nature Castanho;Sim;Traduzir descrições
stussy-x-air-force-1-low-white-black;Stussy x Air Force 1 Low Branco e Preto;Sim;Traduzir descrições
air-force-1-low-by-you-lv-green;Air Force 1 Low 'By You' LV Verde;Sim;Traduzir descrições
air-force-1-low-by-you-stussy-gray;Air Force 1 Low 'By You' Stussy Cinza;Sim;Traduzir descrições
sup-x-air-force-1-low-white-black;Sup x Air Force 1 Low Branco e Preto;Sim;Traduzir descrições
air-force-1-low-white-brown-green;Air Force 1 Low Branco, Castanho e Verde;Sim;Traduzir descrições
kobe-x-air-force-1-low-white-yellow-purple;Kobe x Air Force 1 Low Branco, Amarelo e Roxo;Sim;Traduzir descrições
custom-air-force-1-low;Air Force 1 Low Personalizado;Sim;Traduzir descrições
stussy-x-air-force-1-low-white-green;Stussy x Air Force 1 Low Branco e Verde;Sim;Traduzir descrições
air-force-1-low-white-silver-diamonds;Air Force 1 Low Branco e Prata com Diamantes;Sim;Traduzir descrições
air-force-1-low-pikachu;Air Force 1 Low Pikachu Branco, Preto e Amarelo;Sim;Traduzir descrições
air-force-1-low-white-dark-green;Air Force 1 Low Branco e Verde Escuro;Sim;Traduzir descrições
air-force-1-low-black-obsidian;Air Force 1 Low Preto Obsidiana;Sim;Traduzir descrições
air-force-1-low-black-white-thick-laces;Air Force 1 Low Preto e Branco com Cadarços Grossos;Sim;Traduzir descrições
air-force-1-low-anniversary-green;Air Force 1 Low Aniversário Verde;Sim;Traduzir descrições
air-force-1-low-bape-white-gray;Bape x Air Force 1 Low Branco e Cinza;Sim;Traduzir descrições
air-force-1-low-chinese-style-blue-green-purple;Air Force 1 Low Estilo Chinês Azul, Verde e Roxo;Sim;Traduzir descrições
air-force-1-low-gray-mint-stars;Air Force 1 Low Cinza Menta com Estrelas;Sim;Traduzir descrições
air-force-1-low-purple-dragon;Air Force 1 Low Purple Dragon;Sim;Traduzir descrições
air-force-1-low-majila-white;Air Force 1 Low Majila Branco;Sim;Traduzir descrições
air-force-1-low-youth-gray-white;Air Force 1 Low Juvenil Cinza e Branco;Sim;Traduzir descrições
ambush-x-air-force-1-low-wheat;Ambush x Air Force 1 Low Trigo;Sim;Traduzir descrições
air-force-1-low-white-gray-reflective;Air Force 1 Low Branco e Cinza Refletivo;Sim;Traduzir descrições
air-force-1-low-black-red;Air Force 1 Low Preto e Vermelho;Sim;Traduzir descrições
bape-x-air-force-1-low-white-black-reflective;Bape x Air Force 1 Low Branco e Preto Refletivo;Sim;Traduzir descrições
cdg-x-air-force-1-low-milk-brown-print;CDG x Air Force 1 Low Impressão Marrom Claro;Sim;Traduzir descrições
air-force-1-low-white-gray-red;Air Force 1 '07 Low Branco, Cinza e Vermelho;Sim;Traduzir descrições
air-force-1-low-by-you-goku-gray-red-gold;Air Force 1 Low 'By You' Goku Cinza, Vermelho e Dourado;Sim;Traduzir descrições
air-force-1-07-low-green-grouper;Air Force 1 '07 Low Padrão Verde;Sim;Traduzir descrições
air-force-1-low-chinese-ink;Air Force 1 Low 'Pintura Chinesa' ;Sim;Traduzir descrições
undefeated-x-nike-air-force-1-low;Undefeated x Nike Air Force 1 Low;Sim;Traduzir descrições
air-force-1-low-basic-cinza;Air Force 1 Low Básico Cinza;Sim;Traduzir descrições
nk-air-force-1-07-low-sun;Nk Air Force 1'07 Low Sun;Sim;Traduzir descrições
air-force-1-07-low-black-patent;Air Force 1 '07 Low Preto Patente;Sim;Traduzir descrições
air-force-1-low-five-stripes;Air Force 1 Low Cinco Listras;Sim;Traduzir descrições
cdg-x-air-force-1-low-impressao-bege-preto;CDG x Air Force 1 Low Impressão Bege e Preto;Sim;Traduzir descrições
air-force-1-low-by-you-cinza-preto-cordao;Air Force 1 Low By You Cinza e Preto;Sim;Traduzir descrições
ambush-x-air-force-1-low-sp-pink;AMBUSH x Air Force 1 Low SP Pink;Sim;Traduzir descrições
bape-x-air-force-1-low-cinza-verde;Bape x Air Force 1 Low Cinza e Verde;Sim;Traduzir descrições
air-force-1-low-digimon-cinza-azul;Air Force 1 Low Digimon Cinza e Azul;Sim;Traduzir descrições
air-force-1-07-low-nyc-branco-marrom;Air Force 1 '07 Low NYC Branco e Marrom;Sim;Traduzir descrições
air-force-1-07-low-cinza-branco;Air Force 1 '07 Low Cinza e Branco;Sim;Traduzir descrições
air-force-1-07-low-branco-preto-sola-natural;Air Force 1 '07 Low Branco e Preto Sola Natural;Sim;Traduzir descrições
air-force-1-07-low-dourado-preto;Air Force 1 '07 Low Dourado e Preto;Sim;Traduzir descrições
air-force-1-low-assc-militar;ASSC x Air Force 1 Low Branco e Marrom;Sim;Traduzir descrições
air-force-1-07-low-branco-amarelo-reflexivo;Air Force 1 '07 Low Branco e Amarelo Reflexivo;Sim;Traduzir descrições
air-force-1-07-low-azul-branco-roxo;Air Force 1 '07 Low Azul, Branco e Roxo;Sim;Traduzir descrições
air-force-1-low-gucci-mescla-jeans;Air Force 1 Low Gucci Mescla e Jeans;Sim;Traduzir descrições
air-force-1-07-low-preto-prata-grafite;Air Force 1 '07 Low Preto e Prata Grafite;Sim;Traduzir descrições
air-force-1-07-low-cinza-azul-sola-natural;Air Force 1 '07 Low Cinza e Azul Sola Natural;Sim;Traduzir descrições
air-force-1-07-low-love-branco-roxo;Air Force 1 '07 Love Branco e Roxo;Sim;Traduzir descrições
sup-x-air-force-1-low-mescla-verde-fluorescente;Sup x Air Force 1 Low Mescla Branco e Verde Fluorescente;Sim;Traduzir descrições
assc-x-air-force-1-low-mescla;ASSC x Air Force 1 Low Mescla Branco e Cinza;Sim;Traduzir descrições
drew-x-air-force-1-low-mescla-preto-amarelo-grafite;Drew x Air Force 1 Low Mescla Preto e Amarelo Grafite;Sim;Traduzir descrições
sup-x-air-force-1-low-branco-azul-vermelho;Sup x Air Force 1 Low Branco, Azul e Vermelho;Sim;Traduzir descrições
travis-scott-x-air-force-1-low-sail;Travis Scott x Air Force 1 Low Sail;Sim;Traduzir descrições
air-force-1-low-coração-mescla;Air Force 1 Low Coração Batendo Mescla Cinza e Amarelo;Sim;Traduzir descrições
air-force-1-07-low-hook-ruptura;Air Force 1 '07 Low Hook Rutura Branco, Cinza e Preto;Sim;Traduzir descrições
air-force-1-07-low-branco-azul-reflexivo;Air Force 1 '07 Low Branco e Azul Reflexivo;Sim;Traduzir descrições
air-force-1-07-low-capibara-mescla;Air Force 1 '07 Low Capibara Mescla Branco e Marrom;Sim;Traduzir descrições
air-force-1-07-low-love-branco-azul;Air Force 1 '07 Low Love Branco e Azul;Sim;Traduzir descrições
air-force-1-07-low-preto-prata-rosa;Air Force 1 '07 Low Preto e Prata Rosa;Sim;Traduzir descrições
air-force-1-low-gucci-lona-mescla;Air Force 1 Low Gucci Lona Mescla Branco e Verde;Sim;Traduzir descrições
assc-x-air-force-1-low-mibaihei;ASSC x Air Force 1 Low Branco e Preto;Sim;Traduzir descrições
air-force-1-07-low-branco-preto-reflexivo;Air Force 1 '07 Low Branco e Preto Reflexivo;Sim;Traduzir descrições
peaceminusone-x-nk-air-force-1;PEACEMINUSONE x NK Air Force 1;Sim;Traduzir descrições
air-force-1-07-low-preto-vermelho-spray;Air Force 1 '07 Low Preto e Vermelho Spray;Sim;Traduzir descrições
air-force-1-07-low-ano-do-dragao;Air Force 1 '07 Low Ano do Dragão Branco e Verde;Sim;Traduzir descrições
air-force-1-plt-af-orm-rosa;Air Force 1 PLT.AF.ORM Rosa;Sim;Traduzir descrições
air-force-1-07-low-branco-preto-verde-rasgado;Air Force 1 '07 Low Branco, Preto e Verde Rasgado;Sim;Traduzir descrições
air-force-1-07-low-branco-azul-escuro;Air Force 1 '07 Low Branco e Azul Escuro;Sim;Traduzir descrições
air-force-1-07-low-branco-preto;Air Force 1 '07 Low Branco e Preto;Sim;Traduzir descrições
air-force-1-07-low-branco-verde-reflexivo;Air Force 1 '07 Low Branco e Verde Reflexivo;Sim;Traduzir descrições
nike-air-force-1-low-07-plt-af-orm;Nike Air Force 1 Low 07 PLT.AF.ORM;Sim;Traduzir descrições
nike-air-force-1-low-07-qinghua-ci;Nike Air Force 1 Low 07 Qinghua Ci;Sim;Traduzir descrições
air-force-1-low-qinghua-ci-dragon;Air Force 1 Low Qinghua Ci Dragon;Sim;Traduzir descrições
air-force-1-07-low-coração-gel-variant-2;Air Force 1 '07 Low Coração Gel;Sim;Traduzir descrições
lv-x-air-force-1-low-branco-amarelo;LV x Air Force 1 Low Branco e Amarelo;Sim;Traduzir descrições
sup-x-air-force-1-low-branco-vermelho;Sup x Air Force 1 Low Branco e Vermelho;Sim;Traduzir descrições
off-white-x-air-force-1-low;Off-White x Air Force 1 Low;Sim;Traduzir descrições
welldone-x-air-force-1-low-branco-preto;Welldone x Air Force 1 Low Branco e Preto;Sim;Traduzir descrições
air-force-1-07-low-branco-rosa-graffiti;Air Force 1 '07 Low Branco e Rosa Graffiti;Sim;Traduzir descrições
air-force-1-07-low-branco-marrom-azul;Air Force 1 '07 Low Branco, Marrom e Azul;Sim;Traduzir descrições
air-force-1-07-low-qixi-pink-black;Air Force 1 '07 Low Qixi Limitado Rosa e Preto;Sim;Traduzir descrições
air-force-1-low-four-hooks-black;Air Force 1 Low Quatro Ganchos Preto;Sim;Traduzir descrições
sup-x-air-force-1-low-branco-azul;Sup x Air Force 1 Low Branco e Azul;Sim;Traduzir descrições
air-force-1-07-low-marrom;Air Force 1 '07 Low Marrom;Sim;Traduzir descrições
air-force-1-07-low-branco-cinza;Air Force 1 '07 Low Branco e Cinza;Sim;Traduzir descrições
air-force-1-07-low-time-trace-silver;Air Force 1 '07 Low Marca do Tempo Prata e Bege;Sim;Traduzir descrições
lv-x-air-force-1-low-white-blue-denim;LV x Air Force 1 Low Branco e Azul Denim;Sim;Traduzir descrições
stussy-x-air-force-1-low-beige-gray;Stussy x Air Force 1 Low Bege e Cinza;Sim;Traduzir descrições
welldone-x-air-force-1-low-white-gray;Welldone x Air Force 1 Low Branco e Cinza;Sim;Traduzir descrições
air-force-1-07-low-qixi-white-black-blue;Air Force 1 '07 Low Qixi Limitado Branco, Preto e Azul;Sim;Traduzir descrições
cdg-x-air-force-1-07-low-gray-blue-graffiti;CDG x Air Force 1 '07 Low Cinza e Azul Graffiti;Sim;Traduzir descrições
lv-x-air-force-1-low-3m-white-gray;LV x Air Force 1 Low 3M Branco e Cinza;Sim;Traduzir descrições
air-force-1-07-low-blue-sky-white;Air Force 1 '07 Low Céu Azul e Branco;Sim;Traduzir descrições
air-force-1-sp-low-black-perforated;Air Force 1 SP Low Preto Perfurado;Sim;Traduzir descrições
lv-x-air-force-1-low-white-black-denim;LV x Air Force 1 Low Branco e Preto Denim;Sim;Traduzir descrições
air-force-1-07-low-neon-green-black;Air Force 1 '07 Low Verde Neon e Preto;Sim;Traduzir descrições
air-force-1-low-next-nature-white;Air Force 1 Low Next Nature Branco;Sim;Traduzir descrições
air-force-1-07-low-fractured-triple-swoosh;Air Force 1 '07 Low Três Swoosh Quebrados Branco, Preto e Azul;Sim;Traduzir descrições
air-force-1-low-glacier-blue;Air Force 1 Low Glacier Azul;Sim;Traduzir descrições
air-force-1-07-low-black-white-blue;Air Force 1 '07 Low Preto, Branco e Azul;Sim;Traduzir descrições
sup-x-air-force-1-low-white-red-3m;Sup x Air Force 1 Low Branco e Vermelho 3M;Sim;Traduzir descrições
air-force-1-07-low-duck-baby-lemon;Air Force 1 '07 Low Duck Baby Amarelo Limão;Sim;Traduzir descrições
air-force-1-07-low-black-white-2;Air Force 1 '07 Low Preto e Branco;Sim;Traduzir descrições
nike-air-force-1-low-07-anime;Nike Air Force 1 Low 07 Anime;Sim;Traduzir descrições
stussy-x-air-force-1-low-white-black-variant-2;Stussy x Air Force 1 Low Branco e Preto;Sim;Traduzir descrições
air-force-1-07-low-cracked-three-hooks-white-black-brown;Air Force 1 '07 Low Três Ganchos Branco, Preto e Marrom;Sim;Traduzir descrições
air-force-1-07-low-yunjinduan-offwhite-silver;Air Force 1 '07 Low Yun Jinduan Off-White e Prata;Sim;Traduzir descrições
air-force-1-07-low-white-black-gum;Air Force 1 '07 Low Branco, Preto e Solado Natural;Sim;Traduzir descrições
lv-x-air-force-1-low-white-black-denim-variant-2;LV x Air Force 1 Low Branco e Preto em Ganga;Sim;Traduzir descrições
lv-x-air-force-1-low-white-yellow-denim;LV x Air Force 1 Low Branco e Amarelo em Ganga;Sim;Traduzir descrições
air-force-1-07-low-shark-theme-white-grey;Air Force 1 '07 Low Tema Tubarão Branco e Cinzento;Sim;Traduzir descrições
air-force-1-07-low-white-blue;Air Force 1 '07 Low Branco e Azul;Sim;Traduzir descrições
ambush-x-air-force-1-low-sp-maifu-series;AMBUSH x Air Force 1 Low SP Série Maifu;Sim;Traduzir descrições
air-force-1-low-by-you-fansheche-white-green;Air Force 1 Low 'By You' Versace Branco e Verde;Sim;Traduzir descrições
air-force-1-07-low-pink-white;Air Force 1 '07 Low Rosa e Branco;Sim;Traduzir descrições
sup-x-air-force-1-low-offwhite-blue-3m;Sup x Air Force 1 Low Off-White e Azul 3M;Sim;Traduzir descrições
air-force-1-07-low-fabric-black-white;Air Force 1 '07 Low Tecido Preto e Branco;Sim;Traduzir descrições
sup-x-air-force-1-low-offwhite-navy-3m;Sup x Air Force 1 Low Off-White e Azul Escuro 3M;Sim;Traduzir descrições
lv-deconstructed-white-blue-denim;LV x Air Force 1 Low Branco e Azul Jeans Desconstruído;Sim;Traduzir descrições
stussy-x-air-force-1-low-offwhite-blue;Stussy x Air Force 1 Low Off-White e Azul;Sim;Traduzir descrições
sup-x-air-force-1-low-white-grey-gradient-three-hooks;Sup x Air Force 1 Low Branco e Cinzento Gradiente Três Ganchos;Sim;Traduzir descrições
air-force-1-07-low-green-apple-spray;Air Force 1 '07 Low Verde Maçã Spray;Sim;Traduzir descrições
air-force-1-low-dark-green-white;Air Force 1 Low Verde Escuro e Branco;Sim;Traduzir descrições
off-white-x-air-force-1-low-variant-2;Off-White x Air Force 1 Low;Sim;Traduzir descrições
stussy-x-air-force-1-low-white-dark-grey;Stussy x Air Force 1 Low Branco e Cinzento Escuro;Sim;Traduzir descrições
air-force-1-low-retro-white-yellow-snake-hook;Air Force 1 Low Retro Branco e Amarelo Snake Hook;Sim;Traduzir descrições
air-force-1-07-low-mint-green;Air Force 1 '07 Low Verde Menta;Sim;Traduzir descrições
air-force-1-07-low-offwhite-metallic-small-hook;Air Force 1 '07 Low Off-White Metal Pequeno Gancho;Sim;Traduzir descrições
off-white-x-moma-x-air-force-1-low;Off-White x MoMA x Air Force 1 Low;Sim;Traduzir descrições
air-force-1-07-low-white-green-purple;Air Force 1 '07 Low Branco, Verde e Roxo;Sim;Traduzir descrições
air-force-1-low-next-nature-olive;Air Force 1 Low Next Nature Verde Oliva;Sim;Traduzir descrições
stussy-x-air-force-1-low-white-blue;Stussy x Air Force 1 Low Branco e Azul;Sim;Traduzir descrições
air-force-1-low-four-small-hooks-black;Air Force 1 Low Quatro Pequenos Ganchos Preto;Sim;Traduzir descrições
air-force-1-07-low-grey-green-metal-small-hook;Air Force 1 '07 Low Cinzento Verde Metal Pequeno Gancho;Sim;Traduzir descrições
air-force-1-07-low-black;Air Force 1 '07 Low Preto;Sim;Traduzir descrições
sup-x-air-force-1-low-offwhite-blue-3m-variant-2;Sup x Air Force 1 Low Off-White e Azul 3M;Sim;Traduzir descrições
lv-x-air-force-1-low-white-blue-print;LV x Air Force 1 Low Branco e Azul Estampado;Sim;Traduzir descrições
air-force-1-07-low-offwhite-grass-green;Air Force 1 '07 Low Off-White Verde Gramado;Sim;Traduzir descrições
lv-x-air-force-1-low-3m-white-green-reflective;LV x Air Force 1 Low 3M Branco e Verde Refletivo;Sim;Traduzir descrições
kaws-x-air-force-1-low-grey-brown;Kaws x Air Force 1 Low Cinza e Castanho;Sim;Traduzir descrições
air-force-1-low-five-stripes-thick-ropes-white-grey;Air Force 1 Low Cinco Listras Corda Grossa Branco e Cinza;Sim;Traduzir descrições
stussy-x-air-force-1-low-white-purple;Stussy x Air Force 1 Low Branco e Roxo;Sim;Traduzir descrições
air-force-1-07-low-canvas-offwhite-blue;Air Force 1 '07 Low Lona Off-White e Azul;Sim;Traduzir descrições
lv-x-air-force-1-low-white-green-print;LV x Air Force 1 Low Branco e Verde Estampado;Sim;Traduzir descrições
stussy-x-air-force-1-low-white-red-wine;Stussy x Air Force 1 Low Branco e Vinho;Sim;Traduzir descrições
air-force-1-07-low-tom-and-jerry-white-grey-brown;Air Force 1 '07 Low Tom e Jerry Branco, Cinza e Castanho;Sim;Traduzir descrições
ambush-x-air-force-1-low-sp-2;AMBUSH x Air Force 1 Low SP;Sim;Traduzir descrições
air-force-1-low-light-green;Air Force 1 Low Verde Claro;Sim;Traduzir descrições
bape-x-air-force-1-low-grey-blue;Bape x Air Force 1 Low Cinza e Azul;Sim;Traduzir descrições
air-force-1-by-you-heart-brown-black-suede;Air Force 1 Low _By You_ Coração Marrom e Preto em Camurça;Sim;Traduzir descrições
air-force-1-07-low-bear-white-blue-orange;Air Force 1 '07 Low Urso Branco, Azul e Laranja;Sim;Traduzir descrições
air-force-1-07-low-four-color-mandarin-duck-hook;Air Force 1 '07 Low Quatro Cores Mandarin Duck Hook;Sim;Traduzir descrições
air-force-1-07-low-white-grey-pink-green;Air Force 1 '07 Low Branco, Cinza, Rosa e Verde;Sim;Traduzir descrições
off-white-x-air-force-1-low-blue;Off-White x Air Force 1 Low Azul;Sim;Traduzir descrições
air-force-1-07-low-astronaut-light-grey-blue;Air Force 1 '07 Low Astronaut Cinza Claro e Azul;Sim;Traduzir descrições
air-force-1-07-low-canvas-grey-green;Air Force 1 '07 Low Canvas Cinza e Verde;Sim;Traduzir descrições
lv-x-air-force-1-low-3m-white-dark-blue-reflective;LV x Air Force 1 Low 3M Branco e Azul Escuro Refletivo;Sim;Traduzir descrições
air-force-1-07-low-canvas-grey-green-2;Air Force 1 '07 Low Canvas Cinza e Verde;Sim;Traduzir descrições
air-force-1-07-low-white-purple-graffiti-hook;Air Force 1 '07 Low Branco e Roxo com Gancho Grafite;Sim;Traduzir descrições
sup-x-air-force-1-low-white-blue-gradient-three-hooks;Sup x Air Force 1 Low Branco e Azul Gradiente com Três Ganchos;Sim;Traduzir descrições
air-force-1-low-blue-beige;Air Force 1 Low Azul e Bege;Sim;Traduzir descrições
travis-scott-x-air-force-1-low-white;Travis Scott x Air Force 1 Low Branco;Sim;Traduzir descrições
nk-dunk-low-graffiti-mood;Nk Dunk Low Caixa Funcional Graffiti Mood;Sim;Traduzir descrições
bape-x-air-force-1-low-light-white-green-reflective;Bape x Air Force 1 Low Branco Claro e Verde Refletivo;Sim;Traduzir descrições
air-force-1-07-low-white-blue2;Air Force 1 07 Low Branco e Azul;Sim;Traduzir descrições
nk-air-force-1-07-low-black-white-broken-hook;Nk Air Force 1 '07 Low Preto e Branco Gancho Quebrado;Sim;Traduzir descrições
louis-vuitton-x-nike-air-force-1-low;Louis Vuitton x Nike Air Force 1 Low;Sim;Traduzir descrições
air-force-1-07-low-lv-light-white-grey;Air Force 1 '07 Low LV Branco Claro e Cinza;Sim;Traduzir descrições
off-white-x-air-force-1-low-gold;Off-White x Air Force 1 Low Dourado;Sim;Traduzir descrições
nike-air-force-1-07-green-apple;Nike Air Force 1 '07 Verde Maçã;Sim;Traduzir descrições
nk-air-force-1-07-low-lonely-bear;Nk Air Force 1 '07 Low Lonely Bear;Sim;Traduzir descrições
air-force-1-07-low-white-reflective-angel;Air Force 1 '07 Low Branco Refletivo Angel;Sim;Traduzir descrições
air-force-1-07-low-painted-blue-white-laces;Air Force 1 '07 Low Pintura Azul e Branca com Cadarços;Sim;Traduzir descrições
nk-air-force-1-07-low-collaboration;Nk Air Force 1 '07 Low Edição Colaboração;Sim;Traduzir descrições
nike-air-force-1-07-low-classic;Nike Air Force 1 '07 Low Clássico;Sim;Traduzir descrições
air-force-1-low-function-graffiti-white-grey-laces;Air Force 1 Low Função Graffiti Branco e Cinza com Cadarços;Sim;Traduzir descrições
air-force-1-07-low-white-blue-green;Air Force 1 '07 Low Branco, Azul e Verde;Sim;Traduzir descrições
travis-scott-x-air-force-1-low;Travis Scott x Air Force 1 Low;Sim;Traduzir descrições
ambush-x-air-force-1-low-sp-series;AMBUSH x Air Force 1 Low SP Série;Sim;Traduzir descrições
air-force-1-07-low-chinese-style-bamboo-beige;Air Force 1 '07 Low Estilo Chinês Bamboo Bege;Sim;Traduzir descrições
nocta-x-air-force-1-low-ivory-ice-blue;NOCTA x Air Force 1 Low Marfim e Azul Gelo;Sim;Traduzir descrições
air-force-1-07-low-black-white-deconstructed-laces;Air Force 1 '07 Low Preto e Branco Desconstruído com Cadarços;Sim;Traduzir descrições
air-force-1-low-five-stripes-thick-ropes-ivory-black;Air Force 1 Low Cinco Listras Cadarços Grossos Marfim e Preto;Sim;Traduzir descrições
air-force-1-07-low-chemical-graffiti-white-black;Air Force 1 '07 Low Chemical Graffiti Branco e Preto;Sim;Traduzir descrições
bape-x-air-force-1-low-ivory-brown-reflective;Bape x Air Force 1 Low Marfim e Marrom Refletivo;Sim;Traduzir descrições
air-force-1-low-five-stripes-thick-ropes-ivory-green;Air Force 1 Low Cinco Listras Cadarços Grossos Marfim e Verde;Sim;Traduzir descrições
stussy-x-air-force-1-low-ivory-brown;Stussy x Air Force 1 Low Marfim e Marrom;Sim;Traduzir descrições
air-force-1-07-low-ivory-black;Air Force 1 '07 Low Marfim e Preto;Sim;Traduzir descrições
air-force-1-low-avocado-green;Air Force 1 Low Verde Abacate;Sim;Traduzir descrições
air-force-1-low-white-brown;Air Force 1 Low Branco e Marrom;Sim;Traduzir descrições
air-force-1-07-low-ivory-green;Air Force 1 '07 Low Marfim e Verde;Sim;Traduzir descrições
air-force-1-07-low-blue-pink-cotton-candy;Air Force 1 '07 Low Azul e Rosa Cotton Candy;Sim;Traduzir descrições
air-force-1-07-low-aniversario-branco-prateado;Air Force 1 '07 Low Aniversário Branco Prateado;Sim;Traduzir descrições
air-force-1-07-low-bege-azul;Air Force 1 '07 Low Bege Azul;Sim;Traduzir descrições
air-force-1-low-07-limao-amarelo;Nike Air Force 1 Low '07 Limão Amarelo;Sim;Traduzir descrições
air-force-1-low-07-colaboracao;Nike Air Force 1 Low '07 Colaboração Especial;Sim;Traduzir descrições
air-force-1-07-low-cinza-prateado-estrelado2;Air Force 1 '07 Low Cinza Prateado Estrelado;Sim;Traduzir descrições
air-force-1-low-1v-colaboracao-castanho-elfo;Air Force 1 Low '1V Colaboração Castanho Elfo Noturno;Sim;Traduzir descrições
lv-x-air-force-1-low-collab-white-black;LV x Air Force 1 Low Colaboração Branco e Preto;Sim;Traduzir descrições
drake-x-air-force-1-low-white-ice-blue;Drake x Air Force 1 Low Branco e Azul Gelo;Sim;Traduzir descrições
air-force-1-07-low-wheat-brown-red;Air Force 1 '07 Low Trigo Marrom e Vermelho;Sim;Traduzir descrições
air-force-1-low-american-vintage;Air Force 1 Low Estilo Vintage Americano;Sim;Traduzir descrições
sup-x-air-force-1-low-white-black-reflective;Sup x Air Force 1 Low Branco e Preto Refletivo;Sim;Traduzir descrições
bape-x-air-force-1-low-cream-brown-patchwork;Bape x Air Force 1 Low Bege e Castanho Patchwork;Sim;Traduzir descrições
air-force-1-07-low-black-white-gradient;Air Force 1 '07 Low Preto e Branco Degradé;Sim;Traduzir descrições
air-force-1-07-low-white-purple;Air Force 1 '07 Low Branco e Roxo;Sim;Traduzir descrições
air-force-1-low-carhartt-collab-beige-gray;Air Force 1 Low Carhartt Colaboração Bege e Cinzento;Sim;Traduzir descrições
air-force-1-07-low-gray-black;Air Force 1 '07 Low Cinzento e Preto;Sim;Traduzir descrições
air-force-1-07-low-cream-green;Air Force 1 '07 Low Creme e Verde;Sim;Traduzir descrições
air-force-1-07-low-black-warrior;Air Force 1 '07 Low Preto 'Black Warrior';Sim;Traduzir descrições
air-force-1-07-low-cream-yellow;Air Force 1 '07 Low Creme e Amarelo Claro;Sim;Traduzir descrições
air-force-1-by-you-black-blue-stars;Air Force 1 Low By You Preto e Azul com Estrelas;Sim;Traduzir descrições
air-force-1-shadow-branco-puro;Air Force 1 Shadow Branco Puro;Sim;Traduzir descrições
air-force-1-by-you-black-white-pink;Air Force 1 Low By You Preto, Branco e Rosa;Sim;Traduzir descrições
air-force-1-by-you-pink-black;Air Force 1 Low By You Rosa e Preto;Sim;Traduzir descrições
lv-air-force-1-low-cream-black;LV x Air Force 1 Low Creme e Preto;Sim;Traduzir descrições
nike-air-force-1-low-black-blue-swoosh;Nike Air Force 1 Low Preto com Swoosh Azul;Sim;Traduzir descrições
nike-air-force-1-low-07-pink-black-swoosh;Nike Air Force 1 Low 07 Rosa com Swoosh Preto;Sim;Traduzir descrições
nocta-air-force-1-low-cream-grey;NOCTA x Air Force 1 Low Creme e Cinza;Sim;Traduzir descrições
air-force-1-low-witch-skull-collab;Air Force 1 Low Colaboração Bruxinha e Caveira;Sim;Traduzir descrições
air-force-1-by-you-brown-white-hemp;Air Force 1 Low By You Castanho e Branco com Corda;Sim;Traduzir descrições
