id;nome;needs_translation;notes
air-force-1-07-mid-cinzento-e-azul-camurca-2;Air Force 1 07 Mid Cinzento e Azul Camurca;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-azul-escuro-caneta;Air Force 1 07 Mid Branco e Azul Escuro Caneta;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-azul-estrelas;Air Force 1 07 Mid Branco e Azul Estrelas;Sim;Traduzir descrições
air-force-1-07-mid-lv-branco-e-cinzento-escuro-est-2;Air Force 1 07 Mid LV Branco e Cinzento Escuro Estampado;Sim;Traduzir descrições
air-force-1-mid-by-you-the-north-face-sup-branco-e;Air Force 1 Mid By You The North Face Sup Branco e Verde;Sim;Traduzir descrições
air-force-1-mid-by-you-supbranco-e-cinzento;Air Force 1 Mid By You SupBranco e Cinzento;Sim;Traduzir descrições
air-force-1-07-mid-marrom-e-preto-cordao;Air Force 1 07 Mid Marrom e Preto Cordao;Sim;Traduzir descrições
air-force-1-07-mid-lv-branco-e-azul-estampado;Air Force 1 07 Mid LV Branco e Azul Estampado;Sim;Traduzir descrições
air-force-1-07-mid-marrom-e-verde-camurca;Air Force 1 07 Mid Marrom e Verde Camurca;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-prata-3m-reflexo;Air Force 1 07 Mid Branco e Prata 3M Reflexo;Sim;Traduzir descrições
air-force-1-07-mid-cinzento-rosa-e-verde-camurca;Air Force 1 07 Mid Cinzento Rosa e Verde Camurca;Sim;Traduzir descrições
air-force-1-07-mid-cinco-faixas-azul-gelo-3m-refle;Air Force 1 07 Mid Cinco Faixas Azul Gelo 3M Reflexo;Sim;Traduzir descrições
air-force-1-07-mid;Air Force 1 07 Mid;Sim;Traduzir descrições
air-force-1-mid-supbranco-e-preto;Air Force 1 Mid SupBranco e Preto;Sim;Traduzir descrições
air-force-1-07-mid-lvtrigo;Air Force 1 07 Mid LVTrigo;Sim;Traduzir descrições
air-force-1-07-mid-azul-gelo-caneta;Air Force 1 07 Mid Azul Gelo Caneta;Sim;Traduzir descrições
air-force-1-high-wild-amarelo;Air Force 1 High Wild Amarelo;Sim;Traduzir descrições
air-force-1-07-mid-lvbege-e-preto;Air Force 1 07 Mid LVBege e Preto;Sim;Traduzir descrições
air-force-1-07-mid-bege-e-preto;Air Force 1 07 Mid Bege e Preto;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-cinzento-4;Air Force 1 07 Mid Branco e Cinzento;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-vinho-caneta;Air Force 1 07 Mid Branco e Vinho Caneta;Sim;Traduzir descrições
air-force-1-07-mid-cinzento-e-azul-camurca-3;Air Force 1 07 Mid Cinzento e Azul Camurca;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-caqui-caneta;Air Force 1 07 Mid Branco e Caqui Caneta;Sim;Traduzir descrições
air-force-1-high-flax-trigo;Air Force 1 High FLAX Trigo;Sim;Traduzir descrições
air-force-1-07-mid-cinzento-e-verde-camurca;Air Force 1 07 Mid Cinzento e Verde Camurca;Sim;Traduzir descrições
air-force-1-07-mid-bege-branco-e-cinzento-escuro-3;Air Force 1 07 Mid Bege Branco e Cinzento Escuro 3M Reflexo;Sim;Traduzir descrições
air-force-1-07-mid-bege-e-branco-demonio-da-noite;Air Force 1 07 Mid Bege e Branco Demonio da Noite;Sim;Traduzir descrições
stussy-x-air-force-1-mid-branco-fresco;Stussy x Air Force 1 Mid Branco Fresco;Sim;Traduzir descrições
air-force-107-mid-cinzento-e-branco-reflexo;Air Force 107 Mid Cinzento e Branco Reflexo;Sim;Traduzir descrições
air-force-107-mid-azul-e-amarelo-cordao-pequeno-ga;Air Force 107 Mid Azul e Amarelo Cordao Pequeno Gancho;Sim;Traduzir descrições
air-force-107-mid-cinzento-e-azul-camurca;Air Force 107 Mid Cinzento e Azul Camurca;Sim;Traduzir descrições
air-force-107-mid-branco-anjo-3m-reflexo;Air Force 107 Mid Branco Anjo 3M Reflexo;Sim;Traduzir descrições
air-force-1-07-mid-azul-gelo-estrelas;Air Force 1 07 Mid Azul Gelo Estrelas;Sim;Traduzir descrições
air-force-1-mid-x-reigning-champ;Air Force 1 Mid x Reigning Champ;Sim;Traduzir descrições
uninterrupted-x-air-force-1-more-than-4;Uninterrupted x Air Force 1 MORE THAN;Sim;Traduzir descrições
air-force-1-07-mid-azul-denim-patchwork;Air Force 1 07 Mid Azul Denim Patchwork;Sim;Traduzir descrições
air-force-1-07-mid-cinzento-lavanda-2;Air Force 1 07 Mid Cinzento Lavanda;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-preto-4;Air Force 1 07 Mid Branco e Preto;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-prata-3m-reflexo-2;Air Force 1 07 Mid Branco e Prata 3M Reflexo;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-preto-5;Air Force 1 07 Mid Branco e Preto;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-marrom-reflexo;Air Force 1 07 Mid Branco e Marrom Reflexo;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-cinzento-5;Air Force 1 07 Mid Branco e Cinzento;Sim;Traduzir descrições
air-force-1-07-mid-azul-gelo-estrelas-2;Air Force 1 07 Mid Azul Gelo Estrelas;Sim;Traduzir descrições
air-force-1-07-mid-marrom-e-verde-camurca-2;Air Force 1 07 Mid Marrom e Verde Camurca;Sim;Traduzir descrições
air-force-1-07-mid-cinzento-e-laranja-camurca-2;Air Force 1 07 Mid Cinzento e Laranja Camurca;Sim;Traduzir descrições
bape-x-air-force-1-07-mid-preto-camuflado;Bape x Air Force 1 07 Mid Preto Camuflado;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-cinzento-6;Air Force 1 07 Mid Branco e Cinzento;Sim;Traduzir descrições
air-force-1-07-mid-cinco-faixas-colaboracao-person;Air Force 1 07 Mid Cinco Faixas Colaboracao Personalizado;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-preto-6;Air Force 1 07 Mid Branco e Preto;Sim;Traduzir descrições
travis-scott-x-air-jordan-1-low-low-invertido-ts-c;Travis Scott x Air Jordan 1 Low Low Invertido TS Colaboracao 553560-061;Sim;Traduzir descrições
air-force-107-mid-chocolate-e-marrom-camurca;Air Force 107 Mid Chocolate e Marrom Camurca;Sim;Traduzir descrições
air-force-1-07-mid-cinzento-e-branco-estrelas;Air Force 1 07 Mid Cinzento e Branco Estrelas;Sim;Traduzir descrições
kaws-x-air-force-1-07-mid-colaboracao-graffiti;Kaws x Air Force 1 07 Mid Colaboracao Graffiti;Sim;Traduzir descrições
air-force-1-07-mid-branco-e-preto-7;Air Force 1 07 Mid Branco e Preto;Sim;Traduzir descrições
air-force-1-07-mid-cafe-grao-camurca-2;Air Force 1 07 Mid Cafe Grao Camurca;Sim;Traduzir descrições
air-force-107-mid-verde-claro-e-cinzento-meio-alto;Air Force 107 Mid Verde Claro e Cinzento Meio Alto;Sim;Traduzir descrições
air-force-107-mid-bege-amarelo-e-preto-meio-alto;Air Force 107 Mid Bege Amarelo e Preto Meio Alto;Sim;Traduzir descrições
air-force-107-mid-bege-e-preto;Air Force 107 Mid Bege e Preto;Sim;Traduzir descrições
air-force-107-mid-azul-escuro-e-branco-meio-alto;Air Force 107 Mid Azul Escuro e Branco Meio Alto;Sim;Traduzir descrições
air-force-1-high-branco-e-azul-precioso;Air Force 1 High Branco e Azul Precioso;Sim;Traduzir descrições
air-force-107-mid-branco-e-preto;Air Force 107 Mid Branco e Preto;Sim;Traduzir descrições
air-force-1-low-fontanka-branco-puro;Air Force 1 Low Fontanka Branco Puro;Sim;Traduzir descrições
nk-air-force-1-fontanka;Nk Air Force 1 Fontanka;Sim;Traduzir descrições
nk-air-force-107-low-colaboracao;Nk Air Force 107 Low Colaboracao;Sim;Traduzir descrições
nike-air-force-1-fontanka-macaroon;Nike Air Force 1 Fontanka Macaroon;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-gelo-e-limao;Air Force 1 Fontanka Desconstruido Gelo e Limao;Sim;Traduzir descrições
nike-air-force-1-fontanka;Nike Air Force 1 Fontanka;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-vintage-amarelo;Air Force 1 Fontanka Desconstruido Vintage Amarelo e Azul;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-vintage-cinzent;Air Force 1 Fontanka Desconstruido Vintage Cinzento e Preto;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-vintage-cinzent-2;Air Force 1 Fontanka Desconstruido Vintage Cinzento e Marrom;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-vintage-azul;Air Force 1 Fontanka Desconstruido Vintage Azul;Sim;Traduzir descrições
chrome-hearts-x-air-force-1-low-chrome-hearts-cola;Chrome Hearts x Air Force 1 Low Chrome Hearts Colaboracao Air Force Fontanka;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-branco-e-azul;Air Force 1 Fontanka Desconstruido Branco e Azul;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-bege-azul-e-mar;Air Force 1 Fontanka Desconstruido Bege Azul e Marrom;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-bege-marrom-e-v;Air Force 1 Fontanka Desconstruido Bege Marrom e Verde;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-branco-e-preto;Air Force 1 Fontanka Desconstruido Branco e Preto;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-branco-laranja-;Air Force 1 Fontanka Desconstruido Branco Laranja e Amarelo;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-branco-e-limao;Air Force 1 Fontanka Desconstruido Branco e Limao;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-preto-e-azul;Air Force 1 Fontanka Desconstruido Preto e Azul;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-branco-e-azul-2;Air Force 1 Fontanka Desconstruido Branco e Azul;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-preto-e-branco;Air Force 1 Fontanka Desconstruido Preto e Branco;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-branco-e-roxo;Air Force 1 Fontanka Desconstruido Branco e Roxo;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-gelo-e-limao-2;Air Force 1 Fontanka Desconstruido Gelo e Limao;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-flores-colorido;Air Force 1 Fontanka Desconstruido Flores Colorido;Sim;Traduzir descrições
air-force-1-low-fontanka-poro-do-sol-dourado;Air Force 1 Low Fontanka Poro do Sol Dourado;Sim;Traduzir descrições
air-force-1-low-fontanka-bege-e-vermelho;Air Force 1 Low Fontanka Bege e Vermelho;Sim;Traduzir descrições
0224-air-force-1-low-fontanka-verde-fluorescente;0224 Air Force 1 Low Fontanka Verde Fluorescente;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-cinzento-claro;Air Force 1 Fontanka Desconstruido Cinzento Claro;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-casa-de-doces;Air Force 1 Fontanka Desconstruido Casa de Doces;Sim;Traduzir descrições
air-force-1-fontanka-desconstruido-branco-cinzento;Air Force 1 Fontanka Desconstruido Branco Cinzento e Azul;Sim;Traduzir descrições
air-force-1-shadow-bege-branco-e-dourado;Air Force 1 Shadow Bege Branco e Dourado;Sim;Traduzir descrições
air-force-1-air-force-1-macaroon;Air Force 1 Air Force 1 Macaroon;Sim;Traduzir descrições
air-force-1-shadow-branco-verde-e-roxo;Air Force 1 Shadow Branco Verde e Roxo;Sim;Traduzir descrições
nk-air-force-1-shadow;NK Air Force 1 Shadow;Sim;Traduzir descrições
air-force-1-shadow-bege-preto-e-azul;Air Force 1 Shadow Bege Preto e Azul;Sim;Traduzir descrições
air-force-1-shadow-branco-e-marrom;Air Force 1 Shadow Branco e Marrom;Sim;Traduzir descrições
air-force-1-shadow-bege-rosa-e-cinzento;Air Force 1 Shadow Bege Rosa e Cinzento;Sim;Traduzir descrições
air-force-1-shadow-branco-vermelho-e-preto;Air Force 1 Shadow Branco Vermelho e Preto;Sim;Traduzir descrições
air-force-1-shadow-branco-azul-e-roxo;Air Force 1 Shadow Branco Azul e Roxo;Sim;Traduzir descrições
nike-air-force-1-low-air-force-1;Nike AIR Force 1 Low Air Force 1;Sim;Traduzir descrições
3a-air-forcemacaroon10-rosa-e-branco;3A Air ForceMacaroon10 Rosa e Branco;Sim;Traduzir descrições
3a-air-forcemacaroon4-verde-menta;3A Air ForceMacaroon4 Verde Menta;Sim;Traduzir descrições
air-force-1-shadow;Air Force 1 Shadow;Sim;Traduzir descrições
nike-air-force-1-shadow;Nike Air Force 1 Shadow;Sim;Traduzir descrições
air-force-1-shadow-branco-amarelo-e-verde;Air Force 1 Shadow Branco Amarelo e Verde;Sim;Traduzir descrições
air-force-1-shadow-branco-cinzento-e-roxo;Air Force 1 Shadow Branco Cinzento e Roxo;Sim;Traduzir descrições
air-force-1-shadow-preto;Air Force 1 Shadow Preto;Sim;Traduzir descrições
air-force-1-shadow-bege-verde-azul-e-laranja;Air Force 1 Shadow Bege Verde Azul e Laranja;Sim;Traduzir descrições
nk-wmns-air-force-1-shadow;NK WMNS Air Force 1 Shadow;Sim;Traduzir descrições
air-force-1-shadow-bege-branco-e-roxo;Air Force 1 Shadow Bege Branco e Roxo;Sim;Traduzir descrições
air-force-1-shadow-branco-vermelho-e-azul;Air Force 1 Shadow Branco Vermelho e Azul;Sim;Traduzir descrições
air-force-1-shadow-branco-cinzento-e-verde;Air Force 1 Shadow Branco Cinzento e Verde;Sim;Traduzir descrições
air-force-1-shadow-branco-amarelo-e-vermelho;Air Force 1 Shadow Branco Amarelo e Vermelho;Sim;Traduzir descrições
air-force-1-shadow-branco-azul-e-verde;Air Force 1 Shadow Branco Azul e Verde;Sim;Traduzir descrições
air-force-1-shadow-bege-branco-e-rosa;Air Force 1 Shadow Bege Branco e Rosa;Sim;Traduzir descrições
air-force-1-shadow-cha-com-leite;Air Force 1 Shadow Cha com Leite;Sim;Traduzir descrições
nike-air-force-1-shadow-2;Nike Air Force 1 Shadow;Sim;Traduzir descrições
air-force-1-shadow-branco-azul-camurca;Air Force 1 Shadow Branco Azul Camurca;Sim;Traduzir descrições
air-force-1-shadow-branco-rosa-dourado;Air Force 1 Shadow Branco Rosa Dourado;Sim;Traduzir descrições
air-force-1-shadow-vermelho-intenso;Air Force 1 Shadow Vermelho Intenso;Sim;Traduzir descrições
air-force-1-shadow-branco-e-rosa;Air Force 1 Shadow Branco e Rosa;Sim;Traduzir descrições
air-force-1-07-low-branco-azul-camurca;Air Force 1 07 Low Branco Azul Camurca;Sim;Traduzir descrições
nike-air-force-1-shadow-low-macaroon;Nike Air Force 1 Shadow Low Macaroon;Sim;Traduzir descrições
air-force-1-shadow-bege-e-amarelo;Air Force 1 Shadow Bege e Amarelo;Sim;Traduzir descrições
air-force-1-shadow-branco-preto-e-amarelo;Air Force 1 Shadow Branco Preto e Amarelo;Sim;Traduzir descrições
air-force-1-shadow-limao-e-branco;Air Force 1 Shadow Limao e Branco;Sim;Traduzir descrições
air-force-1-shadow-branco-cinzento-e-marrom;Air Force 1 Shadow Branco Cinzento e Marrom;Sim;Traduzir descrições
air-force-1-shadow-branco-preto-e-rosa;Air Force 1 Shadow Branco Preto e Rosa;Sim;Traduzir descrições
air-force-1-shadow-branco-leopardo;Air Force 1 Shadow Branco Leopardo;Sim;Traduzir descrições
nike-af1air-force-1fb7172-111;Nike AF1Air Force 1FB7172-111;Sim;Traduzir descrições
nike-air-force-1-low-shadow-branco-azul-e-amarelo;Nike Air Force 1 Low Shadow Branco Azul e Amarelo;Sim;Traduzir descrições
air-force-1-shadow-rosa-amarelo-e-roxo;Air Force 1 Shadow Rosa Amarelo e Roxo;Sim;Traduzir descrições
air-force-1-shadow-amarelo-verde-e-vermelho;Air Force 1 Shadow Amarelo Verde e Vermelho;Sim;Traduzir descrições
air-force-1-shadow-branco-e-rosa-2;Air Force 1 Shadow Branco e Rosa;Sim;Traduzir descrições
air-force-1-shadow-branco-azul-e-vermelho;Air Force 1 Shadow Branco Azul e Vermelho;Sim;Traduzir descrições
air-force-1-shadow-branco-e-prata;Air Force 1 Shadow Branco e Prata;Sim;Traduzir descrições
air-force-1-shadow-branco-cinzento-e-dourado;Air Force 1 Shadow Branco Cinzento e Dourado;Sim;Traduzir descrições
air-force-1-shadow-branco-e-rosa-3;Air Force 1 Shadow Branco e Rosa;Sim;Traduzir descrições
air-force-1-shadow-branco-e-marrom-2;Air Force 1 Shadow Branco e Marrom;Sim;Traduzir descrições
air-force-1-shadow-branco-e-rosa-4;Air Force 1 Shadow Branco e Rosa;Sim;Traduzir descrições
nk-air-force-1-shadow-macaroon-2;NK Air Force 1 Shadow Macaroon;Sim;Traduzir descrições
air-force-1-shadow-rosa-esmaltado;Air Force 1 Shadow Rosa Esmaltado;Sim;Traduzir descrições
air-force-1-shadow-laser-patchwork;Air Force 1 Shadow Laser Patchwork;Sim;Traduzir descrições
air-force-1-shadowverde-claro-rosa-patchwork;Air Force 1 ShadowVerde Claro Rosa Patchwork;Sim;Traduzir descrições
air-force-1-shadowbranco-laranja-azul-patchwork;Air Force 1 ShadowBranco Laranja Azul Patchwork;Sim;Traduzir descrições
air-force-1-shadow-cinzento-preto-verde-patchwork;Air Force 1 Shadow Cinzento Preto Verde Patchwork;Sim;Traduzir descrições
air-force-1-shadow-branco-azul-e-rosa;Air Force 1 Shadow Branco Azul e Rosa;Sim;Traduzir descrições
air-force-1-shadow-cinzento-azul-meia-noite;Air Force 1 Shadow Cinzento Azul Meia Noite;Sim;Traduzir descrições
air-force-1-shadow-azul-intenso;Air Force 1 Shadow Azul Intenso;Sim;Traduzir descrições
air-force-1-shadow-branco-amarelo-e-rosa;Air Force 1 Shadow Branco Amarelo e Rosa;Sim;Traduzir descrições
nk-wmns-air-force-1-shadow-3m-reflexo-leve-alto-ba;NK WMNS Air Force 1 Shadow 3M Reflexo Leve Alto Baixo Versatil;Sim;Traduzir descrições
air-force-1-shadow-macaroon;Air Force 1 Shadow Macaroon;Sim;Traduzir descrições
air-force-1-shadow-2;Air Force 1 Shadow;Sim;Traduzir descrições
nk-wmns-air-force-1-shadow-2;NK WMNS Air Force 1 Shadow;Sim;Traduzir descrições
nk-air-force-1-shadow-af1;NK Air Force 1 Shadow AF1;Sim;Traduzir descrições
nk-dunk-low-triple-white;NK Dunk Low Triple White;Sim;Traduzir descrições
nike-dunk-jarritos;Nike Dunk Jarritos;Sim;Traduzir descrições
nike-dunk-laser-orange;Nike Dunk Laser Orange;Sim;Traduzir descrições
nike-dunk-panda-paisley;Nike Dunk Panda Paisley;Sim;Traduzir descrições
nike-dunk-vintage-green;Nike Dunk Vintage Green;Sim;Traduzir descrições
nike-dunk-grey-fog;Nike Dunk Grey Fog;Sim;Traduzir descrições
nike-dunk-dark-grey;Nike Dunk Dark Grey;Sim;Traduzir descrições
nike-dunk-blue-white;Nike Dunk Blue White;Sim;Traduzir descrições
nk-dunk-low-kentucky;NK Dunk Low Kentucky;Sim;Traduzir descrições
nk-dunk-low-team-red;NK Dunk Low Team Red;Sim;Traduzir descrições
nk-dunk-low-white-black;NK Dunk Low White/Black;Sim;Traduzir descrições
nk-dunk-low-light-violet;NK Dunk Low Light Violet;Sim;Traduzir descrições
nk-dunk-low-reverse-panda;NK Dunk Low Reverse Panda;Sim;Traduzir descrições
9060-rosa;New Balance 9060 Rosa;Sim;Traduzir descrições
joe-freshgoods-x-nb9060-pink;Joe Freshgoods x NB9060 Pink;Sim;Traduzir descrições
nb9060-triple-white;New Balance 9060 “Triple White”;Sim;Traduzir descrições
nb-9060-branco-e-preto;NB 9060 Branco e Preto;Sim;Traduzir descrições
new-balance-9060-concrete;New Balance 9060 Concrete;Sim;Traduzir descrições
new-balance-9060-beige;New Balance 9060 Beige;Sim;Traduzir descrições
new-balance-9060-eclipse;New Balance 9060 Eclipse;Sim;Traduzir descrições
new-balance-9060-nori;New Balance 9060 Nori;Sim;Traduzir descrições
new-balance-9060-rose-pink;New Balance 9060 Rose Pink;Sim;Traduzir descrições
new-balance-9060-grey-moonbeam;New Balance 9060 Grey Moonbeam;Sim;Traduzir descrições
new-balance-9060-boston-college;New Balance 9060 Boston College;Sim;Traduzir descrições
new-balance-9060-crystal-pink;New Balance 9060 Crystal Pink;Sim;Traduzir descrições
capa-benfica-retro-2526;Capa Benfica Retro 25/26;Sim;Clube português
capa-benfica-retro-2526-2;Capa Benfica Retro 25/26 2;Sim;Clube português
capa-sporting-principal-epoca-2526;Capa Sporting Principal Época 25/26;Sim;Clube português
capa-sporting-edicao-especial-rosa-2526;Capa Sporting Edição Especial Rosa 25/26;Sim;Clube português
capa-benfica-rosa-2526;Capa Benfica Rosa 25/26;Sim;Clube português
capa-porto-alternativo-epoca-2526;Capa Porto Alternativo Época 25/26;Sim;Clube português
capa-benfica-principal-epoca-2526;Capa Benfica Principal Época 25/26;Sim;Clube português
capa-benfica-alternativa-branca-2526;Capa Benfica Alternativa Branca 25/26;Sim;Clube português
capa-porto-retro-epoca-8384;Capa Porto Retro Época 83/84;Sim;Clube português
capa-benfica-aquecimento-2526;Capa Benfica Aquecimento 25/26;Sim;Clube português
capa-barcelona-principal-2526;Capa Barcelona Principal 25/26;Sim;Traduzir descrições
capa-porto-principal-epoca-2526;Capa Porto Principal Época 25/26;Sim;Clube português
capa-sporting-equipamento-personalizado-2526;Capa Sporting Equipamento 2025/26;Sim;Clube português
capa-sporting-retro-2526;Capa Sporting Retro 25/26;Sim;Clube português
capa-porto-principal-epoca-25;Capa Porto Principal Época 25/26;Sim;Clube português
capa-porto-alternativo-epoca-25;Capa Porto Alternativo Época 25/26;Sim;Clube português
capa-porto-equipamento-branco-25;Capa Porto Equipamento Branco 25/26;Sim;Clube português
capa-sporting-away-preto-epoca-2526;Capa Sporting Away Preto Época 25/26;Sim;Clube português
capa-sporting-away-nome-preto-epoca-2526;Capa Sporting Away Nome Preto Época 25/26;Sim;Clube português
capa-sporting-alternativo-epoca-2526;Capa Sporting Alternativo Época 25/26;Sim;Clube português
capa-sporting-alternativo-verde-epoca-2526;Capa Sporting Alternativo Verde Época 25/26;Sim;Clube português
capa-sporting-equipamento-retro-anos-80;Capa Sporting Equipamento Retro Anos 80;Sim;Clube português
capa-benfica-vermelho;Capa Vermelha Benfica ;Sim;Clube português
capa-fcporto-azul-2526;Capa Azul FC Porto;Sim;Clube português
capa-sporting-verde;Capa Verde Sporting ;Sim;Clube português
capa-benfica-preta;Capa Preta Benfica;Sim;Clube português
capa-fcporto-preta;Capa Preta FC Porto;Sim;Clube português
capa-sporting-principal-epoca-25;Capa Sporting Principal Época 25/26;Sim;Clube português
capa-sporting-preta;Capa Preta Sporting;Sim;Clube português
capa-benfica-retro-2526-nome-numero;Capa Benfica Retro 25/26;Sim;Clube português
capa-benfica-principal-epoca-2526-nome-numero;Capa Benfica Principal Época 25/26;Sim;Clube português
capa-benfica-alternativa-epoca-2526-nome-numero;Capa Benfica Alternativa Época 25/26;Sim;Clube português
capa-sporting-verde-e-branca;Capa Verde e Branca Sporting;Sim;Clube português
capa-fcporto-azul-e-branca;Capa Azul e Branca FC Porto;Sim;Clube português
capa-benfica-vermelha-e-branca;Capa Vermelha e Branca Benfica;Sim;Clube português
capa-sporting-stromp-2526;Capa Sporting Stromp 25/26;Sim;Clube português
capa-barcelona;Capa Barcelona;Sim;Traduzir descrições
capa-real-madrid-1-2526;Capa Real Madrid 1 25/26;Sim;Traduzir descrições
capa-real-madrid-azul;Capa Real Madrid Azul;Sim;Traduzir descrições
capa-real-madrid-amarelo;Capa Real Madrid Amarelo;Sim;Traduzir descrições
capa-real-madrid-branco;Capa Real Madrid Branco;Sim;Traduzir descrições
capa-nike-2526;Capa Nike 25/26;Sim;Traduzir descrições
capa-guess-2526;Capa Guess 25/26;Sim;Traduzir descrições
capa-off-white-2526;Capa Off White 25/26;Sim;Traduzir descrições
capa-adidas-2526;Capa Adidas 25/26;Sim;Traduzir descrições
capa-north-face-2526;Capa North Face 25/26;Sim;Traduzir descrições
capa-lv-2526;Capa LV 25/26;Sim;Traduzir descrições
capa-supreme-2526;Capa Supreme 25/26;Sim;Traduzir descrições
capa-stitch-2526;Capa Stitch 25/26;Sim;Traduzir descrições
